idade,tempo_educacao,estado_civil,cor,sexo,horas_por_semana,salario_anual,nome,dívida
36.0,9,Married-civ-spouse,Black,Male,40,<=50K,NA,
41.0,12,Married-civ-spouse,White,Female,50,>50K,NA,
67.0,15,Married-civ-spouse,White,Male,48,>50K,NA,
39.0,8,Married-civ-spouse,White,Male,50,<=50K,NA,
57.0,2,Widowed,Black,Female,30,<=50K,NA,
29.0,11,Separated,White,Male,40,<=50K,NA,
31.0,13,Never-married,White,?,45,<=50K,NA,
34.0,9,Never-married,Black,?,40,<=50K,NA,
44.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
29.0,16,Never-married,White,Male,40,<=50K,NA,
30.0,10,Never-married,White,Female,40,<=50K,NA,
27.0,9,Never-married,White,Male,40,<=50K,NA,
27.0,10,Married-civ-spouse,White,Male,50,<=50K,NA,
32.0,9,Never-married,White,Female,45,<=50K,NA,
58.0,6,Married-civ-spouse,White,Female,8,<=50K,NA,
35.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
21.0,9,Never-married,White,Male,36,<=50K,NA,
28.0,10,Never-married,White,Male,40,<=50K,NA,
46.0,10,Divorced,White,Male,50,<=50K,NA,
36.0,9,Separated,White,Female,40,<=50K,NA,
72.0,7,Widowed,White,Female,40,<=50K,NA,
35.0,9,Married-civ-spouse,Black,Female,40,<=50K,NA,
33.0,11,Divorced,Black,Female,40,>50K,NA,
69.0,7,Never-married,White,Female,40,<=50K,NA,
35.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
34.0,9,Married-civ-spouse,White,Female,32,<=50K,NA,
28.0,13,Never-married,White,Male,55,<=50K,NA,
54.0,13,Married-civ-spouse,White,Male,35,>50K,NA,
47.0,10,Married-civ-spouse,White,Male,50,>50K,NA,
24.0,9,Never-married,Black,Female,40,<=50K,NA,
52.0,13,Married-civ-spouse,White,Male,60,>50K,NA,
20.0,9,Never-married,Amer-Indian-Eskimo,Male,48,<=50K,NA,
43.0,14,Married-civ-spouse,White,Male,45,<=50K,NA,
29.0,9,Separated,White,Male,35,<=50K,NA,
47.0,14,Divorced,White,Male,42,<=50K,NA,
24.0,9,Never-married,White,Male,40,<=50K,NA,
51.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
17.0,7,Never-married,White,Male,12,<=50K,NA,
37.0,11,Married-civ-spouse,White,Male,40,>50K,NA,
27.0,16,Never-married,White,Female,70,<=50K,NA,
29.0,13,Married-civ-spouse,White,Male,40,>50K,NA,
18.0,8,Never-married,White,Male,25,<=50K,NA,
36.0,12,Divorced,White,?,35,<=50K,NA,
58.0,13,Never-married,White,Female,40,<=50K,NA,
26.0,10,Married-civ-spouse,White,Male,45,<=50K,NA,
65.0,10,Married-civ-spouse,White,Male,30,>50K,NA,
57.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
59.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
27.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
,13,Never-married,White,Male,40,<=50K,NA,
21.0,10,Never-married,White,Female,24,<=50K,NA,
29.0,10,Never-married,White,?,60,<=50K,NA,
18.0,7,Never-married,White,Male,40,<=50K,NA,
52.0,6,Married-civ-spouse,White,?,47,>50K,NA,
57.0,13,Divorced,White,?,80,<=50K,NA,
42.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
55.0,9,Married-civ-spouse,Asian-Pac-Islander,Female,40,<=50K,NA,
60.0,4,Never-married,White,Male,48,>50K,NA,
23.0,13,Never-married,White,Female,40,<=50K,NA,
27.0,9,Never-married,White,Male,40,<=50K,NA,
23.0,10,Never-married,Amer-Indian-Eskimo,Female,25,<=50K,NA,
42.0,15,Married-civ-spouse,White,Male,50,>50K,NA,
25.0,10,Never-married,White,Male,40,<=50K,NA,
49.0,13,Never-married,White,Female,45,<=50K,NA,
32.0,13,Never-married,White,?,40,<=50K,NA,
19.0,10,Never-married,White,Male,28,<=50K,NA,
60.0,4,Divorced,White,Female,40,<=50K,NA,
42.0,5,Married-civ-spouse,White,Male,40,<=50K,NA,
35.0,12,Never-married,White,Male,40,<=50K,NA,
48.0,9,Never-married,Black,Female,37,<=50K,NA,
51.0,14,Married-civ-spouse,White,Male,40,>50K,NA,
29.0,9,Never-married,Amer-Indian-Eskimo,Male,40,<=50K,NA,
36.0,9,Separated,Black,Male,40,<=50K,NA,
17.0,6,Never-married,White,Female,21,<=50K,NA,
52.0,14,Divorced,White,Female,60,<=50K,NA,
24.0,9,Never-married,White,Male,40,<=50K,NA,
24.0,9,Married-civ-spouse,White,Male,50,<=50K,NA,
26.0,13,Never-married,White,Male,40,<=50K,NA,
27.0,13,Never-married,White,Female,20,<=50K,NA,
39.0,9,Never-married,White,Male,60,<=50K,NA,
30.0,9,Married-civ-spouse,Black,Male,45,<=50K,NA,
50.0,9,Married-civ-spouse,White,Male,32,<=50K,NA,
52.0,13,Married-civ-spouse,White,Male,55,<=50K,NA,
46.0,15,Married-civ-spouse,White,Male,45,>50K,NA,
23.0,13,Never-married,White,Female,20,<=50K,NA,
45.0,7,Widowed,Black,?,20,<=50K,NA,
65.0,5,Widowed,Black,Female,24,<=50K,NA,
29.0,11,Married-civ-spouse,White,Male,55,<=50K,NA,
30.0,9,Never-married,Black,Male,60,<=50K,NA,
34.0,9,Married-civ-spouse,White,Male,45,>50K,NA,
38.0,9,Married-civ-spouse,White,?,64,<=50K,NA,
33.0,10,Married-civ-spouse,White,Male,40,>50K,NA,
49.0,13,Married-civ-spouse,White,Male,26,>50K,NA,
47.0,10,Never-married,Black,Female,40,<=50K,NA,
49.0,6,Separated,Black,?,40,<=50K,NA,
43.0,10,Married-civ-spouse,White,?,60,>50K,NA,
30.0,13,Married-civ-spouse,Black,Female,40,>50K,NA,
58.0,9,Married-civ-spouse,White,Male,60,<=50K,NA,
19.0,9,Never-married,White,Female,14,<=50K,NA,
21.0,13,Never-married,White,Male,40,<=50K,NA,
33.0,13,Married-civ-spouse,White,Male,60,>50K,NA,
52.0,16,Married-civ-spouse,White,Male,60,>50K,NA,
26.0,9,Divorced,White,Male,55,<=50K,NA,
60.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
21.0,10,Never-married,White,Male,40,<=50K,NA,
36.0,10,Married-civ-spouse,White,Male,50,>50K,NA,
31.0,10,Married-civ-spouse,White,Male,45,<=50K,NA,
50.0,16,Separated,White,?,40,>50K,NA,
31.0,9,Divorced,White,Female,40,<=50K,NA,
71.0,9,Married-civ-spouse,White,Male,15,<=50K,NA,
58.0,9,Married-civ-spouse,White,Male,50,<=50K,NA,
30.0,13,Married-civ-spouse,White,Male,40,>50K,NA,
20.0,10,Never-married,White,Male,20,<=50K,NA,
24.0,9,Never-married,White,Male,50,<=50K,NA,
38.0,10,Separated,White,Female,45,<=50K,NA,
27.0,9,Never-married,White,Female,32,<=50K,NA,
70.0,5,Widowed,White,Female,15,<=50K,NA,
34.0,9,Married-civ-spouse,White,Male,45,<=50K,NA,
44.0,4,Married-civ-spouse,White,Male,35,<=50K,NA,
43.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
44.0,8,Married-civ-spouse,Black,Male,40,>50K,NA,
35.0,14,Never-married,White,Male,60,<=50K,NA,
27.0,10,Never-married,White,Male,40,<=50K,NA,
43.0,14,Never-married,White,Male,38,<=50K,NA,
20.0,10,Never-married,White,Female,25,<=50K,NA,
42.0,12,Divorced,White,Female,40,>50K,NA,
27.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
42.0,9,Married-civ-spouse,Black,Male,40,>50K,NA,
24.0,5,Never-married,White,Male,40,<=50K,NA,
48.0,10,Divorced,White,Male,40,<=50K,NA,
17.0,7,Never-married,White,Female,20,<=50K,NA,
17.0,7,Never-married,White,Male,10,<=50K,NA,
33.0,13,Married-civ-spouse,White,Male,40,>50K,NA,
50.0,9,Married-civ-spouse,White,Male,50,>50K,NA,
22.0,9,Never-married,White,Female,40,<=50K,NA,
17.0,8,Never-married,White,Male,16,<=50K,NA,
31.0,9,Never-married,White,Male,45,<=50K,NA,
58.0,9,Widowed,White,Male,50,<=50K,NA,
29.0,9,Never-married,White,Male,48,<=50K,NA,
34.0,9,Married-civ-spouse,White,?,40,>50K,NA,
23.0,10,Separated,Black,Male,40,<=50K,NA,
18.0,7,Never-married,White,Female,5,<=50K,NA,
34.0,9,Divorced,White,Female,40,<=50K,NA,
66.0,4,Never-married,White,Male,4,<=50K,NA,
45.0,13,Married-civ-spouse,White,Female,55,<=50K,NA,
26.0,9,Never-married,White,Male,30,<=50K,NA,
54.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
24.0,10,Never-married,Black,Female,45,<=50K,NA,
42.0,10,Married-civ-spouse,White,Male,50,<=50K,NA,
20.0,10,Never-married,White,Male,20,<=50K,NA,
23.0,13,Never-married,White,Female,20,<=50K,NA,
25.0,12,Never-married,White,Male,45,<=50K,NA,
35.0,14,Never-married,White,?,60,>50K,NA,
31.0,14,Married-civ-spouse,White,Male,40,>50K,NA,
19.0,9,Never-married,White,Female,20,<=50K,NA,
36.0,13,Never-married,White,Male,50,<=50K,NA,
21.0,10,Never-married,White,?,30,<=50K,NA,
31.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
46.0,16,Divorced,White,Female,65,>50K,NA,
44.0,13,Divorced,White,Female,50,>50K,NA,
45.0,10,Never-married,Black,Male,40,<=50K,NA,
60.0,9,Married-civ-spouse,White,Male,35,<=50K,NA,
18.0,7,Never-married,White,Male,25,<=50K,NA,
28.0,13,Married-civ-spouse,White,Male,40,<=50K,NA,
36.0,10,Divorced,Black,Female,40,<=50K,NA,
40.0,11,Married-civ-spouse,White,Male,40,<=50K,NA,
31.0,9,Separated,Black,Female,40,<=50K,NA,
33.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
19.0,9,Never-married,White,Female,40,<=50K,NA,
22.0,10,Never-married,White,Female,15,<=50K,NA,
34.0,13,Married-civ-spouse,White,Male,45,>50K,NA,
33.0,9,Never-married,White,Male,40,<=50K,NA,
41.0,9,Married-civ-spouse,White,Male,60,<=50K,NA,
29.0,13,Never-married,White,?,40,<=50K,NA,
50.0,9,Married-civ-spouse,White,Male,42,>50K,NA,
42.0,13,Married-civ-spouse,White,Male,45,>50K,NA,
44.0,9,Married-civ-spouse,White,Female,40,<=50K,NA,
20.0,10,Never-married,White,Female,20,<=50K,NA,
23.0,10,Never-married,White,Female,24,<=50K,NA,
55.0,10,Divorced,Asian-Pac-Islander,Female,40,<=50K,NA,
26.0,11,Married-civ-spouse,White,Male,45,<=50K,NA,
25.0,11,Never-married,White,Female,15,<=50K,NA,
45.0,10,Married-civ-spouse,Black,Female,40,<=50K,NA,
35.0,10,Married-civ-spouse,White,?,40,<=50K,NA,
36.0,10,Never-married,Black,Female,36,<=50K,NA,
43.0,13,Married-civ-spouse,White,Male,50,<=50K,NA,
56.0,9,Widowed,Black,Female,20,<=50K,NA,
42.0,13,Married-civ-spouse,White,Male,40,>50K,NA,
19.0,10,Never-married,White,Female,25,<=50K,NA,
55.0,9,Married-civ-spouse,White,Male,72,<=50K,NA,
42.0,14,Never-married,White,Female,50,>50K,NA,
26.0,11,Never-married,White,?,40,<=50K,NA,
17.0,8,Never-married,White,Male,20,<=50K,NA,
42.0,13,Married-civ-spouse,White,Female,40,>50K,NA,
55.0,9,Married-civ-spouse,White,?,40,>50K,NA,
32.0,10,Never-married,Black,Female,40,<=50K,NA,
46.0,13,Married-civ-spouse,White,?,37,<=50K,NA,
29.0,13,Married-civ-spouse,White,Male,40,>50K,NA,
22.0,13,Never-married,White,Male,20,<=50K,NA,
58.0,6,Married-civ-spouse,White,Male,40,<=50K,NA,
23.0,9,Never-married,White,Male,50,<=50K,NA,
39.0,9,Never-married,White,Male,40,<=50K,NA,
27.0,11,Never-married,White,Male,38,<=50K,NA,
54.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
33.0,13,Never-married,White,Female,45,<=50K,NA,
46.0,9,Married-civ-spouse,White,Female,40,>50K,NA,
37.0,9,Never-married,Black,Male,40,<=50K,NA,
36.0,9,Never-married,White,Female,18,<=50K,NA,
59.0,9,Married-civ-spouse,White,Female,38,>50K,NA,
53.0,16,Married-civ-spouse,White,Male,70,>50K,NA,
51.0,13,Never-married,White,?,55,>50K,NA,
32.0,6,Separated,White,Female,42,<=50K,NA,
31.0,10,Married-spouse-absent,White,Male,40,<=50K,NA,
47.0,13,Divorced,White,Female,50,<=50K,NA,
32.0,9,Never-married,White,Male,40,<=50K,NA,
26.0,10,Never-married,White,Female,38,<=50K,NA,
31.0,9,Divorced,White,Male,55,<=50K,NA,
37.0,11,Married-civ-spouse,White,Female,24,>50K,NA,
55.0,9,Never-married,White,Male,38,<=50K,NA,
23.0,11,Divorced,White,?,56,<=50K,NA,
36.0,10,Divorced,White,Female,40,<=50K,NA,
43.0,13,Married-civ-spouse,White,Male,50,>50K,NA,
54.0,10,Never-married,White,Male,40,<=50K,NA,
28.0,11,Never-married,White,Female,42,<=50K,NA,
40.0,11,Married-civ-spouse,White,Male,50,>50K,NA,
41.0,10,Married-civ-spouse,White,Male,60,<=50K,NA,
40.0,13,Never-married,Other,Female,55,>50K,NA,
42.0,10,Divorced,Black,Female,38,<=50K,NA,
61.0,9,Married-civ-spouse,White,Male,50,<=50K,NA,
18.0,8,Never-married,White,Male,30,<=50K,NA,
59.0,9,Married-civ-spouse,White,Male,16,<=50K,NA,
21.0,9,Never-married,White,Female,40,<=50K,NA,
48.0,11,Married-civ-spouse,White,Male,50,>50K,NA,
41.0,13,Married-civ-spouse,White,?,40,<=50K,NA,
18.0,10,Never-married,White,Male,33,<=50K,NA,
23.0,9,Never-married,White,Female,40,<=50K,NA,
60.0,9,Married-civ-spouse,White,Male,60,>50K,NA,
22.0,10,Never-married,Black,Male,20,<=50K,NA,
61.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
25.0,9,Never-married,Black,Male,40,<=50K,NA,
46.0,14,Never-married,White,Male,35,>50K,NA,
43.0,12,Divorced,White,Male,40,<=50K,NA,
24.0,9,Never-married,Black,Male,30,<=50K,NA,
68.0,7,Never-married,White,Male,20,<=50K,NA,
31.0,9,Divorced,White,Female,38,<=50K,NA,
17.0,7,Never-married,White,Female,20,<=50K,NA,
32.0,9,Married-civ-spouse,White,Male,48,>50K,NA,
50.0,14,Married-spouse-absent,White,Male,40,<=50K,NA,
33.0,13,Married-civ-spouse,White,Male,47,>50K,NA,
64.0,13,Married-civ-spouse,White,Male,40,>50K,NA,
20.0,9,Never-married,White,Male,30,<=50K,NA,
30.0,9,Separated,White,Female,36,<=50K,NA,
22.0,10,Never-married,Black,Male,40,<=50K,NA,
43.0,10,Divorced,White,Male,45,<=50K,NA,
22.0,10,Never-married,White,Male,40,<=50K,NA,
17.0,6,Never-married,White,Male,20,<=50K,NA,
41.0,11,Never-married,White,Female,60,<=50K,NA,
56.0,10,Married-civ-spouse,White,Male,50,>50K,NA,
64.0,9,Married-civ-spouse,White,Male,45,<=50K,NA,
,9,Married-civ-spouse,White,Male,50,>50K,NA,
48.0,11,Never-married,White,Male,40,<=50K,NA,
31.0,14,Never-married,White,Female,46,<=50K,NA,
29.0,11,Never-married,White,Male,40,<=50K,NA,
30.0,9,Widowed,White,Female,40,<=50K,NA,
32.0,9,Married-civ-spouse,White,Male,60,<=50K,NA,
57.0,9,Widowed,White,?,42,>50K,NA,
62.0,9,Widowed,White,Female,40,<=50K,NA,
39.0,9,Separated,White,Female,24,<=50K,NA,
43.0,10,Never-married,White,Male,25,<=50K,NA,
24.0,13,Never-married,White,Male,40,<=50K,NA,
42.0,7,Married-civ-spouse,White,Male,15,<=50K,NA,
53.0,10,Married-civ-spouse,White,Female,40,>50K,NA,
26.0,10,Never-married,White,Male,40,<=50K,NA,
73.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
72.0,7,Widowed,White,Female,24,<=50K,NA,
55.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
25.0,9,Divorced,White,Male,40,<=50K,NA,
41.0,13,Divorced,White,Female,50,>50K,NA,
24.0,13,Never-married,White,Male,50,<=50K,NA,
63.0,9,Widowed,White,Male,6,<=50K,NA,
17.0,7,Never-married,White,Male,20,<=50K,NA,
35.0,10,Married-civ-spouse,White,Male,50,<=50K,NA,
51.0,10,Married-civ-spouse,White,Male,40,>50K,NA,
62.0,13,Widowed,White,Female,48,<=50K,NA,
55.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
43.0,10,Divorced,White,Male,40,<=50K,NA,
40.0,9,Divorced,White,Female,50,<=50K,NA,
37.0,13,Married-civ-spouse,White,Male,45,>50K,NA,
39.0,13,Married-civ-spouse,White,Male,40,<=50K,NA,
31.0,9,Never-married,White,Male,18,<=50K,NA,
61.0,14,Widowed,White,Female,40,>50K,NA,
26.0,11,Divorced,White,Female,55,<=50K,NA,
46.0,9,Married-civ-spouse,White,Male,50,<=50K,NA,
26.0,13,Never-married,White,Female,40,<=50K,NA,
48.0,16,Divorced,White,Male,50,>50K,NA,
34.0,9,Never-married,White,Male,40,<=50K,NA,
34.0,9,Never-married,White,Female,40,<=50K,NA,
,9,Married-civ-spouse,White,Male,40,>50K,NA,
34.0,13,Never-married,White,Female,40,<=50K,NA,
49.0,13,Never-married,White,Female,56,>50K,NA,
18.0,7,Never-married,White,Female,20,<=50K,NA,
48.0,7,Married-civ-spouse,White,Male,50,<=50K,NA,
28.0,10,Married-civ-spouse,White,Male,70,<=50K,NA,
33.0,9,Married-civ-spouse,White,?,40,<=50K,NA,
24.0,10,Never-married,White,Female,15,<=50K,NA,
21.0,6,Never-married,White,Male,40,<=50K,NA,
17.0,7,Never-married,White,Male,28,<=50K,NA,
39.0,10,Married-civ-spouse,White,Male,50,>50K,NA,
29.0,13,Separated,White,Male,40,<=50K,NA,
44.0,13,Married-civ-spouse,White,Male,40,>50K,NA,
24.0,10,Never-married,White,Male,50,<=50K,NA,
71.0,14,Married-civ-spouse,White,Male,40,>50K,NA,
55.0,3,Divorced,Black,Male,25,<=50K,NA,
41.0,13,Married-civ-spouse,White,Male,60,>50K,NA,
23.0,9,Never-married,Black,Female,7,<=50K,NA,
38.0,11,Divorced,White,Female,40,<=50K,NA,
39.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
19.0,9,Never-married,White,Female,30,<=50K,NA,
49.0,5,Divorced,White,Female,40,<=50K,NA,
27.0,9,Married-civ-spouse,White,Male,70,<=50K,NA,
38.0,13,Married-civ-spouse,White,Male,50,>50K,NA,
33.0,10,Married-civ-spouse,White,Female,60,<=50K,NA,
63.0,10,Married-civ-spouse,White,Male,15,<=50K,NA,
23.0,13,Never-married,White,Male,28,<=50K,NA,
54.0,9,Married-civ-spouse,Black,Male,40,<=50K,NA,
29.0,11,Divorced,White,Female,45,<=50K,NA,
48.0,10,Divorced,Black,?,30,<=50K,NA,
35.0,13,Never-married,White,Male,40,<=50K,NA,
37.0,13,Married-civ-spouse,White,Male,50,>50K,NA,
42.0,15,Married-civ-spouse,White,Male,65,>50K,NA,
40.0,14,Married-civ-spouse,White,?,40,<=50K,NA,
47.0,10,Divorced,White,Male,55,<=50K,NA,
22.0,13,Never-married,White,Female,50,<=50K,NA,
30.0,13,Married-civ-spouse,White,Male,45,>50K,NA,
28.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
63.0,4,Married-civ-spouse,White,Male,55,<=50K,NA,
51.0,5,Married-civ-spouse,White,Male,20,<=50K,NA,
22.0,9,Never-married,White,Female,40,<=50K,NA,
27.0,12,Married-civ-spouse,Amer-Indian-Eskimo,Male,40,<=50K,NA,
35.0,9,Never-married,White,Male,45,<=50K,NA,
46.0,9,Divorced,White,Female,38,<=50K,NA,
37.0,10,Divorced,White,Male,52,<=50K,NA,
24.0,13,Never-married,Black,Male,15,<=50K,NA,
37.0,9,Divorced,White,?,10,<=50K,NA,
53.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
27.0,9,Never-married,White,Male,30,<=50K,NA,
38.0,10,Divorced,White,Male,44,<=50K,NA,
53.0,6,Married-civ-spouse,White,Male,60,<=50K,NA,
34.0,10,Never-married,White,Male,40,<=50K,NA,
23.0,9,Never-married,Black,Male,40,<=50K,NA,
39.0,13,Married-civ-spouse,White,Male,45,>50K,NA,
67.0,9,Married-civ-spouse,Asian-Pac-Islander,Male,40,>50K,NA,
81.0,9,Married-civ-spouse,White,Male,30,<=50K,NA,
21.0,10,Never-married,White,Male,20,<=50K,NA,
23.0,10,Never-married,White,Male,25,<=50K,NA,
25.0,10,Never-married,White,Male,40,<=50K,NA,
38.0,10,Married-civ-spouse,Black,Female,40,<=50K,NA,
64.0,9,Married-civ-spouse,White,Male,5,<=50K,NA,
32.0,9,Married-civ-spouse,White,?,40,<=50K,NA,
37.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
51.0,14,Married-civ-spouse,White,Male,60,>50K,NA,
22.0,10,Never-married,White,Female,42,<=50K,NA,
42.0,9,Divorced,White,Male,55,<=50K,NA,
19.0,10,Never-married,White,Female,10,<=50K,NA,
51.0,1,Married-civ-spouse,White,Male,40,<=50K,NA,
37.0,7,Married-civ-spouse,White,Male,44,>50K,NA,
37.0,9,Married-civ-spouse,White,Male,99,>50K,NA,
47.0,14,Never-married,White,Female,25,<=50K,NA,
41.0,15,Married-civ-spouse,White,Male,40,>50K,NA,
33.0,9,Married-civ-spouse,White,Male,30,<=50K,NA,
31.0,13,Never-married,White,Male,40,>50K,NA,
31.0,12,Divorced,Amer-Indian-Eskimo,Female,40,<=50K,NA,
35.0,9,Married-civ-spouse,Black,Male,40,<=50K,NA,
38.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
18.0,9,Never-married,White,Female,45,<=50K,NA,
20.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
54.0,10,Divorced,Black,Female,35,<=50K,NA,
40.0,10,Divorced,White,Female,40,<=50K,NA,
36.0,13,Married-civ-spouse,White,Female,45,>50K,NA,
43.0,10,Divorced,White,Male,35,<=50K,NA,
44.0,10,Divorced,White,Male,40,<=50K,NA,
44.0,9,Married-civ-spouse,White,Female,40,>50K,NA,
43.0,14,Married-civ-spouse,White,Male,43,>50K,NA,
51.0,4,Widowed,Black,?,40,<=50K,NA,
18.0,9,Never-married,White,Female,20,<=50K,NA,
51.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
44.0,10,Married-civ-spouse,White,Male,70,>50K,NA,
33.0,6,Divorced,White,Male,40,<=50K,NA,
33.0,13,Married-civ-spouse,White,Male,40,>50K,NA,
42.0,12,Married-civ-spouse,White,Male,40,>50K,NA,
25.0,10,Married-civ-spouse,White,Male,45,<=50K,NA,
32.0,9,Divorced,White,Female,38,<=50K,NA,
36.0,6,Divorced,White,Female,40,<=50K,NA,
28.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
20.0,9,Never-married,White,Female,20,<=50K,NA,
35.0,10,Married-civ-spouse,White,Male,60,>50K,NA,
55.0,9,Married-civ-spouse,White,Male,20,<=50K,NA,
36.0,11,Widowed,White,Female,20,<=50K,NA,
34.0,9,Married-civ-spouse,White,Male,35,>50K,NA,
28.0,13,Never-married,White,Female,35,<=50K,NA,
67.0,13,Widowed,White,Male,40,>50K,NA,
37.0,9,Married-civ-spouse,White,?,40,<=50K,NA,
44.0,9,Never-married,White,Male,70,<=50K,NA,
25.0,10,Never-married,White,Female,40,<=50K,NA,
21.0,10,Never-married,White,Female,40,<=50K,NA,
40.0,14,Married-civ-spouse,White,Male,35,>50K,NA,
78.0,9,Widowed,Black,Female,40,<=50K,NA,
34.0,9,Divorced,White,Male,40,<=50K,NA,
49.0,9,Never-married,White,Female,44,<=50K,NA,
22.0,12,Never-married,White,Female,40,<=50K,NA,
23.0,9,Never-married,Black,Female,40,<=50K,NA,
60.0,9,Never-married,White,Male,42,<=50K,NA,
45.0,9,Widowed,White,Male,40,>50K,NA,
63.0,11,Divorced,White,Female,20,<=50K,NA,
41.0,9,Never-married,Black,Female,35,<=50K,NA,
47.0,9,Divorced,White,Female,40,<=50K,NA,
44.0,9,Divorced,White,Male,40,<=50K,NA,
51.0,10,Widowed,White,Female,40,<=50K,NA,
46.0,13,Never-married,White,Male,40,<=50K,NA,
41.0,11,Married-civ-spouse,White,Male,40,<=50K,NA,
50.0,9,Married-civ-spouse,White,Male,30,<=50K,NA,
47.0,9,Married-civ-spouse,White,Male,50,>50K,NA,
35.0,9,Never-married,White,Male,45,<=50K,NA,
56.0,9,Married-civ-spouse,White,Male,55,>50K,NA,
45.0,14,Divorced,White,Male,45,<=50K,NA,
48.0,13,Divorced,White,Male,58,>50K,NA,
40.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
39.0,13,Married-civ-spouse,White,Male,50,>50K,NA,
20.0,10,Never-married,White,Male,40,<=50K,NA,
50.0,16,Married-civ-spouse,White,Male,65,>50K,NA,
38.0,9,Married-civ-spouse,White,Female,40,>50K,NA,
23.0,13,Never-married,White,Female,60,<=50K,NA,
31.0,9,Never-married,White,Male,16,<=50K,NA,
58.0,13,Married-civ-spouse,White,?,40,<=50K,NA,
66.0,9,Separated,Black,Male,40,<=50K,NA,
39.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
54.0,9,Married-civ-spouse,White,Male,52,>50K,NA,
51.0,9,Divorced,White,Female,40,<=50K,NA,
34.0,11,Never-married,White,Male,40,<=50K,NA,
50.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
42.0,10,Married-civ-spouse,White,Male,44,>50K,NA,
38.0,14,Married-civ-spouse,White,Male,25,<=50K,NA,
48.0,4,Married-civ-spouse,White,Male,40,<=50K,NA,
33.0,11,Married-civ-spouse,White,Female,40,>50K,NA,
51.0,9,Widowed,White,Female,32,<=50K,NA,
22.0,9,Divorced,White,Male,40,<=50K,NA,
19.0,9,Never-married,White,Male,30,<=50K,NA,
48.0,14,Married-civ-spouse,White,Male,35,>50K,NA,
42.0,9,Separated,White,Female,30,<=50K,NA,
34.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
23.0,9,Never-married,Black,Female,40,<=50K,NA,
45.0,9,Married-civ-spouse,White,Male,55,>50K,NA,
48.0,6,Married-civ-spouse,White,Female,40,<=50K,NA,
31.0,11,Never-married,White,Female,40,<=50K,NA,
20.0,12,Never-married,White,Male,20,<=50K,NA,
27.0,10,Never-married,White,Male,40,<=50K,NA,
32.0,9,Never-married,Black,Female,40,<=50K,NA,
76.0,4,Widowed,White,Male,2,<=50K,NA,
19.0,9,Never-married,White,Male,40,<=50K,NA,
37.0,9,Never-married,White,Male,75,<=50K,NA,
34.0,9,Divorced,Black,Female,30,<=50K,NA,
34.0,7,Married-civ-spouse,White,Female,8,<=50K,NA,
90.0,9,Never-married,White,Female,40,<=50K,NA,
23.0,10,Never-married,Black,Female,40,<=50K,NA,
43.0,10,Divorced,White,Female,40,<=50K,NA,
44.0,13,Married-civ-spouse,White,Male,60,>50K,NA,
24.0,10,Never-married,White,Female,37,<=50K,NA,
28.0,15,Divorced,White,Male,55,<=50K,NA,
64.0,12,Never-married,White,Female,20,<=50K,NA,
23.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
20.0,10,Never-married,White,Female,50,<=50K,NA,
36.0,13,Married-civ-spouse,White,Male,50,>50K,NA,
61.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
30.0,13,Married-civ-spouse,White,Male,40,>50K,NA,
52.0,10,Married-civ-spouse,White,Male,55,>50K,NA,
32.0,13,Married-civ-spouse,White,Male,40,<=50K,NA,
30.0,8,Married-civ-spouse,White,Male,75,<=50K,NA,
41.0,11,Divorced,White,?,40,<=50K,NA,
49.0,14,Married-civ-spouse,White,Male,40,>50K,NA,
